restaurant_id,name,address,city,st,zip,latitude,longitude,zone_id,cuisine_id,country,food_category,price_range,rating,review_count,opening_hours,is_casino_restaurant,yelp_url,google_maps_url
R027,Phillips Seafood,1 Atlantic Ocean,Atlantic City,NJ,8401,39.3555,-74.433,1,1,American,Seafood,$$$,4.0,2400,11:30-22:00,False,https://www.yelp.com/biz/phillips-seafood-atlantic-city,https://maps.google.com/?q=Phillips+Seafood+Atlantic+City
R028,Hard Rock Cafe Atlantic City,1000 Boardwalk,Atlantic City,NJ,8401,39.364,-74.4175,1,4,American,Cafe,$$,4.2,5200,11:00-00:00,True,https://www.yelp.com/biz/hard-rock-cafe-atlantic-city-atlantic-city,https://maps.google.com/?q=Hard+Rock+Cafe+Atlantic+City+Atlantic+City
R029,YouYU Noodle Bar,1000 Boardwalk,Atlantic City,NJ,8401,39.3643,-74.4174,1,2,Chinese,Noodles,$$,4.3,560,12:00-02:00,True,https://www.yelp.com/biz/youyu-noodle-bar-atlantic-city,https://maps.google.com/?q=YouYU+Noodle+Bar+Atlantic+City
R030,Golden Dynasty,2801 Pacific Ave,Atlantic City,NJ,8401,39.352,-74.4442,1,2,Chinese,Fine Dining,$$$,4.2,380,17:00-22:00,True,https://www.yelp.com/biz/golden-dynasty-atlantic-city,https://maps.google.com/?q=Golden+Dynasty+Atlantic+City
R031,PF Changs,2801 Pacific Ave,Atlantic City,NJ,8401,39.3535,-74.4435,1,2,Chinese,Asian Bistro,$$$,4.1,1450,11:00-22:00,True,https://www.yelp.com/biz/pf-changs-atlantic-city,https://maps.google.com/?q=PF+Changs+Atlantic+City
R032,Havana Noche,3100 Boardwalk,Atlantic City,NJ,8401,39.353,-74.441,1,2,Cuban,Tapas,$$,4.2,510,12:00-00:00,False,https://www.yelp.com/biz/havana-noche-atlantic-city,https://maps.google.com/?q=Havana+Noche+Atlantic+City
R033,Hooters,2801 Pacific Ave,Atlantic City,NJ,8401,39.353,-74.444,1,4,American,Sports Bar,$$,4.0,1900,11:00-00:00,True,https://www.yelp.com/biz/hooters-atlantic-city,https://maps.google.com/?q=Hooters+Atlantic+City
R034,Wild Honey Smokehouse,1000 Boardwalk,Atlantic City,NJ,8401,39.3647,-74.4169,1,4,American,BBQ,$$,4.3,670,11:30-23:00,True,https://www.yelp.com/biz/wild-honey-smokehouse-atlantic-city,https://maps.google.com/?q=Wild+Honey+Smokehouse+Atlantic+City
R035,Tony's Baltimore Grill South,3400 Atlantic Ave,Atlantic City,NJ,8401,39.3535,-74.436,2,2,Italian,Pizza,$$,4.3,780,11:00-02:00,False,https://www.yelp.com/biz/tony's-baltimore-grill-south-atlantic-city,https://maps.google.com/?q=Tony's+Baltimore+Grill+South+Atlantic+City
R036,Formica Bakery Cafe,2310 Arctic Ave,Atlantic City,NJ,8401,39.3612,-74.4285,2,1,Italian,Bakery,$,4.7,810,07:00-16:00,False,https://www.yelp.com/biz/formica-bakery-cafe-atlantic-city,https://maps.google.com/?q=Formica+Bakery+Cafe+Atlantic+City
R037,Dunkin' Boardwalk,Boardwalk & Michigan Ave,Atlantic City,NJ,8401,39.3585,-74.43,1,4,American,Coffee,$,4.1,620,06:00-20:00,False,https://www.yelp.com/biz/dunkin'-boardwalk-atlantic-city,https://maps.google.com/?q=Dunkin'+Boardwalk+Atlantic+City
R038,Boardwalk Cupcakes,Boardwalk,Atlantic City,NJ,8401,39.3605,-74.423,1,1,American,Bakery,$,4.5,420,10:00-22:00,False,https://www.yelp.com/biz/boardwalk-cupcakes-atlantic-city,https://maps.google.com/?q=Boardwalk+Cupcakes+Atlantic+City
R039,Rustica Espresso Bar,141 S Tennessee Ave,Atlantic City,NJ,8401,39.3565,-74.4298,2,4,Italian,Coffee,$$,4.6,310,07:00-17:00,False,https://www.yelp.com/biz/rustica-espresso-bar-atlantic-city,https://maps.google.com/?q=Rustica+Espresso+Bar+Atlantic+City
R040,James' Salt Water Taffy Shop,Boardwalk,Atlantic City,NJ,8401,39.362,-74.42,1,1,American,Candy,$,4.4,1120,09:00-21:00,False,https://www.yelp.com/biz/james'-salt-water-taffy-shop-atlantic-city,https://maps.google.com/?q=James'+Salt+Water+Taffy+Shop+Atlantic+City
R041,Fralinger's Salt Water Taffy,1000 Boardwalk,Atlantic City,NJ,8401,39.3638,-74.418,1,1,American,Candy,$,4.5,890,09:00-22:00,True,https://www.yelp.com/biz/fralinger's-salt-water-taffy-atlantic-city,https://maps.google.com/?q=Fralinger's+Salt+Water+Taffy+Atlantic+City
R042,Duck Donuts AC,2204 Atlantic Ave,Atlantic City,NJ,8401,39.3588,-74.4305,2,1,American,Donuts,$$,4.6,750,06:30-19:00,False,https://www.yelp.com/biz/duck-donuts-ac-atlantic-city,https://maps.google.com/?q=Duck+Donuts+AC+Atlantic+City
R043,Sugar Hill Sub & Bakery,1801 Arctic Ave,Atlantic City,NJ,8401,39.3602,-74.431,2,1,American,Bakery,$,4.3,290,08:00-18:00,False,https://www.yelp.com/biz/sugar-hill-sub-and-bakery-atlantic-city,https://maps.google.com/?q=Sugar+Hill+Sub+&+Bakery+Atlantic+City
R044,Boardwalk Gelateria,Boardwalk,Atlantic City,NJ,8401,39.361,-74.4215,1,1,Italian,Gelato,$$,4.4,380,11:00-23:00,False,https://www.yelp.com/biz/boardwalk-gelateria-atlantic-city,https://maps.google.com/?q=Boardwalk+Gelateria+Atlantic+City
R045,Tazza Cafe,2100 Pacific Ave,Atlantic City,NJ,8401,39.3563,-74.4318,1,4,American,Coffee,$$,4.3,280,07:00-15:00,True,https://www.yelp.com/biz/tazza-cafe-atlantic-city,https://maps.google.com/?q=Tazza+Cafe+Atlantic+City
R046,Irish Pub & Inn,164 St James Pl,Atlantic City,NJ,8401,39.359,-74.424,2,4,Irish,Pub,$$,4.5,3100,11:00-02:00,False,https://www.yelp.com/biz/irish-pub-and-inn-atlantic-city,https://maps.google.com/?q=Irish+Pub+&+Inn+Atlantic+City
R047,Tennessee Avenue Beer Hall,133 S Tennessee Ave,Atlantic City,NJ,8401,39.3572,-74.4293,2,4,American,Beer Hall,$$,4.6,1680,12:00-00:00,False,https://www.yelp.com/biz/tennessee-avenue-beer-hall-atlantic-city,https://maps.google.com/?q=Tennessee+Avenue+Beer+Hall+Atlantic+City
R048,Rhythm & Spirits,129 S Tennessee Ave,Atlantic City,NJ,8401,39.357,-74.4295,2,4,Italian,Cocktail Bar,$$$,4.6,910,16:00-00:00,False,https://www.yelp.com/biz/rhythm-and-spirits-atlantic-city,https://maps.google.com/?q=Rhythm+&+Spirits+Atlantic+City
R049,Sammy's Beach Bar,1000 Boardwalk,Atlantic City,NJ,8401,39.365,-74.4165,1,4,American,Beach Bar,$$,4.2,450,11:00-20:00,True,https://www.yelp.com/biz/sammy's-beach-bar-atlantic-city,https://maps.google.com/?q=Sammy's+Beach+Bar+Atlantic+City
R050,Pool After Dark Cafe,777 Harrah's Blvd,Atlantic City,NJ,8401,39.381,-74.436,3,4,American,Nightclub Bar,$$$,4.1,720,21:00-03:00,True,https://www.yelp.com/biz/pool-after-dark-cafe-atlantic-city,https://maps.google.com/?q=Pool+After+Dark+Cafe+Atlantic+City
R051,Lilly's Lounge,1000 Boardwalk,Atlantic City,NJ,8401,39.3644,-74.4171,1,4,American,Lounge,$$,4.4,320,17:00-03:00,True,https://www.yelp.com/biz/lilly's-lounge-atlantic-city,https://maps.google.com/?q=Lilly's+Lounge+Atlantic+City
R052,Planet Rose,2801 Pacific Ave,Atlantic City,NJ,8401,39.3533,-74.4441,1,4,American,Karaoke Bar,$$,4.1,530,18:00-03:00,True,https://www.yelp.com/biz/planet-rose-atlantic-city,https://maps.google.com/?q=Planet+Rose+Atlantic+City
R053,Property 10 Bar & Lounge,Boardwalk,Atlantic City,NJ,8401,39.3615,-74.422,1,4,American,Lounge,$$,4.3,210,16:00-02:00,False,https://www.yelp.com/biz/property-10-bar-and-lounge-atlantic-city,https://maps.google.com/?q=Property+10+Bar+&+Lounge+Atlantic+City
R054,Steel Pier Pub,1000 Boardwalk,Atlantic City,NJ,8401,39.3655,-74.415,1,4,American,Pub,$$,4.2,1150,11:00-23:00,False,https://www.yelp.com/biz/steel-pier-pub-atlantic-city,https://maps.google.com/?q=Steel+Pier+Pub+Atlantic+City
R055,Hi-Ho Northside Bar,801 Arctic Ave,Atlantic City,NJ,8401,39.368,-74.445,2,4,American,Dive Bar,$,4.0,210,12:00-02:00,False,https://www.yelp.com/biz/hi-ho-northside-bar-atlantic-city,https://maps.google.com/?q=Hi-Ho+Northside+Bar+Atlantic+City
R056,Dune's Deck Bar,Boardwalk,Atlantic City,NJ,8401,39.3625,-74.4185,1,4,American,Beach Bar,$$,4.4,340,11:00-22:00,False,https://www.yelp.com/biz/dune's-deck-bar-atlantic-city,https://maps.google.com/?q=Dune's+Deck+Bar+Atlantic+City
R057,Bourré AC,201 S New York Ave,Atlantic City,NJ,8401,39.355,-74.431,2,4,American,Beer Garden,$$,4.3,410,12:00-00:00,False,https://www.yelp.com/biz/bourré-ac-atlantic-city,https://maps.google.com/?q=Bourré+AC+Atlantic+City
R058,Boardwalk Gyros & Kebabs,Boardwalk near Steel Pier,Atlantic City,NJ,8401,39.365,-74.4155,1,2,Greek,Street Food,$,4.3,310,11:00-23:00,False,https://www.yelp.com/biz/boardwalk-gyros-and-kebabs-atlantic-city,https://maps.google.com/?q=Boardwalk+Gyros+&+Kebabs+Atlantic+City
R059,AC Taco Truck Pop-Up,Beach Stage Zone,Atlantic City,NJ,8401,39.363,-74.419,1,2,Mexican,Food Truck,$,4.5,480,12:00-00:00,False,https://www.yelp.com/biz/ac-taco-truck-pop-up-atlantic-city,https://maps.google.com/?q=AC+Taco+Truck+Pop-Up+Atlantic+City
R060,Boardwalk Funnel Cakes & Oreos,Boardwalk,Atlantic City,NJ,8401,39.3615,-74.421,1,1,American,Snacks,$,4.4,620,11:00-23:00,False,https://www.yelp.com/biz/boardwalk-funnel-cakes-and-oreos-atlantic-city,https://maps.google.com/?q=Boardwalk+Funnel+Cakes+&+Oreos+Atlantic+City
R061,Philly Cheesesteak Express Truck,Main Stage Plaza,Atlantic City,NJ,8401,39.364,-74.418,1,1,American,Food Truck,$$,4.6,540,11:00-01:00,False,https://www.yelp.com/biz/philly-cheesesteak-express-truck-atlantic-city,https://maps.google.com/?q=Philly+Cheesesteak+Express+Truck+Atlantic+City
R062,Shoreline Lemonade & Smoothies,Beachfront Promenade,Atlantic City,NJ,8401,39.362,-74.4205,1,4,American,Beverages,$,4.3,290,10:00-21:00,False,https://www.yelp.com/biz/shoreline-lemonade-and-smoothies-atlantic-city,https://maps.google.com/?q=Shoreline+Lemonade+&+Smoothies+Atlantic+City
R063,Island Jerk Chicken Food Truck,Arts District AC,Atlantic City,NJ,8401,39.3575,-74.43,2,2,Jamaican,Food Truck,$$,4.7,390,11:30-22:00,False,https://www.yelp.com/biz/island-jerk-chicken-food-truck-atlantic-city,https://maps.google.com/?q=Island+Jerk+Chicken+Food+Truck+Atlantic+City
R064,Boardwalk Pizza Slice Stand,Boardwalk,Atlantic City,NJ,8401,39.36,-74.4225,1,2,Italian,Pizza,$,4.2,850,11:00-02:00,False,https://www.yelp.com/biz/boardwalk-pizza-slice-stand-atlantic-city,https://maps.google.com/?q=Boardwalk+Pizza+Slice+Stand+Atlantic+City
R065,Main Stage Gourmet Burger Cart,Main Stage Plaza,Atlantic City,NJ,8401,39.3645,-74.4185,1,4,American,Burgers,$$,4.4,310,12:00-00:00,False,https://www.yelp.com/biz/main-stage-gourmet-burger-cart-atlantic-city,https://maps.google.com/?q=Main+Stage+Gourmet+Burger+Cart+Atlantic+City
R066,Waffle & Chicken Oasis,Boardwalk,Atlantic City,NJ,8401,39.359,-74.4245,1,1,American,Soul Food,$$,4.5,410,11:00-23:00,False,https://www.yelp.com/biz/waffle-and-chicken-oasis-atlantic-city,https://maps.google.com/?q=Waffle+&+Chicken+Oasis+Atlantic+City
R067,Asian Bao & Dumpling Truck,Festival Food Court,Atlantic City,NJ,8401,39.3635,-74.4195,1,2,Chinese,Food Truck,$$,4.6,470,11:30-23:00,False,https://www.yelp.com/biz/asian-bao-and-dumpling-truck-atlantic-city,https://maps.google.com/?q=Asian+Bao+&+Dumpling+Truck+Atlantic+City
R068,Fresh Catch Fish Taco Stand,Beach Zone,Atlantic City,NJ,8401,39.3628,-74.4188,1,1,American,Tacos,$$,4.5,330,11:00-22:00,False,https://www.yelp.com/biz/fresh-catch-fish-taco-stand-atlantic-city,https://maps.google.com/?q=Fresh+Catch+Fish+Taco+Stand+Atlantic+City
R069,Nitro Ice Cream Cart,Boardwalk,Atlantic City,NJ,8401,39.3612,-74.4218,1,1,American,Ice Cream,$$,4.7,260,12:00-22:00,False,https://www.yelp.com/biz/nitro-ice-cream-cart-atlantic-city,https://maps.google.com/?q=Nitro+Ice+Cream+Cart+Atlantic+City
R070,Empanada Spot Truck,Atlantic Ave Pop-Up,Atlantic City,NJ,8401,39.3582,-74.4315,2,2,Latin American,Food Truck,$,4.4,290,11:00-21:00,False,https://www.yelp.com/biz/empanada-spot-truck-atlantic-city,https://maps.google.com/?q=Empanada+Spot+Truck+Atlantic+City
R071,Girasole Ristorante,3108 Atlantic Ave,Atlantic City,NJ,8401,39.3528,-74.4415,2,2,Italian,Fine Dining,$$$,4.6,720,17:00-22:00,False,https://www.yelp.com/biz/girasole-ristorante-atlantic-city,https://maps.google.com/?q=Girasole+Ristorante+Atlantic+City
R072,Cafe 2828,2828 Atlantic Ave,Atlantic City,NJ,8401,39.3578,-74.426,2,2,Italian,Cafe,$$,4.5,510,08:00-15:00,False,https://www.yelp.com/biz/cafe-2828-atlantic-city,https://maps.google.com/?q=Cafe+2828+Atlantic+City
R073,Mexico Restaurant,3001 Atlantic Ave,Atlantic City,NJ,8401,39.3545,-74.439,2,2,Mexican,Casual,$$,4.4,640,11:00-21:30,False,https://www.yelp.com/biz/mexico-restaurant-atlantic-city,https://maps.google.com/?q=Mexico+Restaurant+Atlantic+City
R074,Los Amigos Restaurant,1904 Atlantic Ave,Atlantic City,NJ,8401,39.3578,-74.4338,2,2,Mexican,Casual,$$,4.3,890,11:30-22:00,False,https://www.yelp.com/biz/los-amigos-restaurant-atlantic-city,https://maps.google.com/?q=Los+Amigos+Restaurant+Atlantic+City
R075,Bangkok Palace,2603 Pacific Ave,Atlantic City,NJ,8401,39.354,-74.4385,1,2,Thai,Casual,$$,4.4,530,11:30-22:00,False,https://www.yelp.com/biz/bangkok-palace-atlantic-city,https://maps.google.com/?q=Bangkok+Palace+Atlantic+City
R076,Ginmiya Asian Bistro,Pacific Ave,Atlantic City,NJ,8401,39.355,-74.436,1,2,Japanese,Asian Bistro,$$,4.2,310,12:00-22:00,False,https://www.yelp.com/biz/ginmiya-asian-bistro-atlantic-city,https://maps.google.com/?q=Ginmiya+Asian+Bistro+Atlantic+City
R077,Sakura Japanese Restaurant,Atlantic Ave,Atlantic City,NJ,8401,39.356,-74.435,2,2,Japanese,Sushi,$$,4.3,420,11:30-22:00,False,https://www.yelp.com/biz/sakura-japanese-restaurant-atlantic-city,https://maps.google.com/?q=Sakura+Japanese+Restaurant+Atlantic+City
R078,Vagabond Kitchen & Tap House,672 N Trenton Ave,Atlantic City,NJ,8401,39.369,-74.439,3,4,American,Pub,$$,4.6,2150,11:00-02:00,False,https://www.yelp.com/biz/vagabond-kitchen-and-tap-house-atlantic-city,https://maps.google.com/?q=Vagabond+Kitchen+&+Tap+House+Atlantic+City
R079,Back Bay Ale House,800 N Rhode Island Ave,Atlantic City,NJ,8401,39.373,-74.424,3,4,American,Pub,$$,4.5,1850,11:30-00:00,False,https://www.yelp.com/biz/back-bay-ale-house-atlantic-city,https://maps.google.com/?q=Back+Bay+Ale+House+Atlantic+City
R080,The Seed: A Living Beer Project,317 N Delsea Dr,Atlantic City,NJ,8401,39.3585,-74.427,2,4,American,Brewery,$$,4.8,490,14:00-22:00,False,https://www.yelp.com/biz/the-seed:-a-living-beer-project-atlantic-city,https://maps.google.com/?q=The+Seed:+A+Living+Beer+Project+Atlantic+City
R081,Tun Tavern Restaurant & Brewery,2 Convention Blvd,Atlantic City,NJ,8401,39.3638,-74.4348,2,4,American,Brewpub,$$,4.2,1100,11:30-23:00,False,https://www.yelp.com/biz/tun-tavern-restaurant-and-brewery-atlantic-city,https://maps.google.com/?q=Tun+Tavern+Restaurant+&+Brewery+Atlantic+City
R082,Bourbon & Bullet,Atlantic Ave,Atlantic City,NJ,8401,39.357,-74.4325,2,4,American,Bar,$$,4.3,210,16:00-00:00,False,https://www.yelp.com/biz/bourbon-and-bullet-atlantic-city,https://maps.google.com/?q=Bourbon+&+Bullet+Atlantic+City
R083,Little Water Distillery,807 Baltic Ave,Atlantic City,NJ,8401,39.3695,-74.431,3,4,American,Distillery,$$,4.7,340,13:00-19:00,False,https://www.yelp.com/biz/little-water-distillery-atlantic-city,https://maps.google.com/?q=Little+Water+Distillery+Atlantic+City
R084,Krupski's Deli & Subs,Arctic Ave,Atlantic City,NJ,8401,39.3605,-74.43,2,1,American,Deli,$,4.4,280,08:00-19:00,False,https://www.yelp.com/biz/krupski's-deli-and-subs-atlantic-city,https://maps.google.com/?q=Krupski's+Deli+&+Subs+Atlantic+City
R085,Subway Boardwalk,Boardwalk,Atlantic City,NJ,8401,39.3615,-74.42,1,4,American,Fast Food,$,3.8,450,10:00-22:00,False,https://www.yelp.com/biz/subway-boardwalk-atlantic-city,https://maps.google.com/?q=Subway+Boardwalk+Atlantic+City
R086,McDonald's Atlantic City,Atlantic Ave,Atlantic City,NJ,8401,39.3575,-74.433,2,4,American,Fast Food,$,3.9,1200,06:00-02:00,False,https://www.yelp.com/biz/mcdonald's-atlantic-city-atlantic-city,https://maps.google.com/?q=McDonald's+Atlantic+City+Atlantic+City
R087,Wendy's AC,Pacific Ave,Atlantic City,NJ,8401,39.3565,-74.435,1,4,American,Fast Food,$,3.9,780,10:00-01:00,False,https://www.yelp.com/biz/wendy's-ac-atlantic-city,https://maps.google.com/?q=Wendy's+AC+Atlantic+City
R088,Popeyes Louisiana Kitchen,Atlantic Ave,Atlantic City,NJ,8401,39.3585,-74.428,2,4,American,Fast Food,$,4.0,920,10:30-23:00,False,https://www.yelp.com/biz/popeyes-louisiana-kitchen-atlantic-city,https://maps.google.com/?q=Popeyes+Louisiana+Kitchen+Atlantic+City
R089,Starbucks Tanger Outlets,Tanger Outlets,Atlantic City,NJ,8401,39.3555,-74.4395,2,4,American,Coffee,$$,4.4,850,06:30-20:00,False,https://www.yelp.com/biz/starbucks-tanger-outlets-atlantic-city,https://maps.google.com/?q=Starbucks+Tanger+Outlets+Atlantic+City
R090,Starbucks Hard Rock,1000 Boardwalk,Atlantic City,NJ,8401,39.3642,-74.4178,1,4,American,Coffee,$$,4.3,610,07:00-21:00,True,https://www.yelp.com/biz/starbucks-hard-rock-atlantic-city,https://maps.google.com/?q=Starbucks+Hard+Rock+Atlantic+City
R091,Ducktown Tavern,2400 Atlantic Ave,Atlantic City,NJ,8401,39.3592,-74.4285,2,4,American,Tavern,$$,4.4,1420,11:00-03:00,False,https://www.yelp.com/biz/ducktown-tavern-atlantic-city,https://maps.google.com/?q=Ducktown+Tavern+Atlantic+City
R092,AC Landmark Cafe & Deli,Atlantic Ave,Atlantic City,NJ,8401,39.358,-74.431,2,1,American,Deli,$,4.3,190,07:30-16:00,False,https://www.yelp.com/biz/ac-landmark-cafe-and-deli-atlantic-city,https://maps.google.com/?q=AC+Landmark+Cafe+&+Deli+Atlantic+City
R093,Zoe's Bakery & Cafe,Arctic Ave,Atlantic City,NJ,8401,39.3618,-74.4275,2,1,American,Bakery,$,4.5,310,07:00-18:00,False,https://www.yelp.com/biz/zoe's-bakery-and-cafe-atlantic-city,https://maps.google.com/?q=Zoe's+Bakery+&+Cafe+Atlantic+City
